notification_id,job_name,exam_name,department,organization,qualification,age,salary,pay_level,vacancies,state,location,category,application_start,application_end,exam_date,result_date,official_website,official_pdf,apply_link,selection_process,application_fee,status,verification_status,verification_source,verification_timestamp,confidence,priority,notes,tags,first_seen,last_checked,days_left
b1b9a0c16528,"India Post GDS July-2026 cycle - 28,636 Gramin Dak Sevak/BPM/ABPM posts",,Ministry of Communications,Department of Posts,10th pass with Maths and English,18-40,"TRCA Rs 10,000-14,500",,28636,All India,All circles incl. Karnataka,Job,2026-07-15,2026-08-05,,,https://www.indiapost.gov.in/vacancies/online-gds,,https://indiapostgdsonline.gov.in,Merit list from 10th marks - no exam,"Rs 100 (UR), exempt others",Not Applied,Verified with Official Website,official:indiapost.gov.in,2026-07-09T19:37:59,0.85,Medium,,"india post,gds,10th pass,karnataka",2026-07-09T19:37:59,2026-07-16T19:38:46,20
5fecda24a57c,"NHSRCL Technician Recruitment 2026: Notification, Online Form, 237 Posts | Last Date 05-08-2026",,,NHSRCL Technician,,,,,237,All India,All India,Job,,2026-08-05,,,,,https://www.indgovtjobs.in/2026/07/NHSRCL-Technician-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-13T19:50:25,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,iti jobs,technician jobs",2026-07-13T11:44:56,2026-07-16T19:38:46,20
1c88e73f0460,HPPSC Police Constable Recruitment 2026: Apply Online for 734 Posts | Last date 06-08-2026,,,HPPSC Police Constable,,,,,734,Himachal Pradesh,Himachal Pradesh,Job,,2026-08-06,,,,,https://www.indgovtjobs.in/2026/07/hppsc-police-constable-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,himachal pradesh jobs,police jobs",2026-07-13T11:44:56,2026-07-16T19:38:46,21
8e1bf2ea55b6,Indian Army SSC Tech Women Recruitment 2026 – Apply Online for 31 Posts | Last Date 06-08-2026,,,Indian Army SSC Tech Women,,,,,31,All India,All India,Job,,2026-08-06,,,,,https://www.indgovtjobs.in/2026/07/indian-army-ssc-tech-women-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,indian army,technical jobs",2026-07-13T11:44:56,2026-07-16T19:38:46,21
dee64234f7b1,IIT ISM Dhanbad Non-Teaching Recruitment 2026: Apply Online for Junior Assistant & Junior Technician Posts | Last Date 06-08-2026,,,IIT ISM Dhanbad Non-Teaching,,,,,,Jharkhand,Jharkhand,Job,,2026-08-06,,,,,https://www.indgovtjobs.in/2026/07/iit-ism-dhanbad-non-teaching.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-13T11:45:00,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,institute and university jobs,jharkhand jobs,technician jobs",2026-07-13T11:44:56,2026-07-16T19:38:46,21
31c6013ece22,IIT ISM Dhanbad Junior Technical Superintendent Recruitment 2026: Apply Online for 27 Posts | Last Date 06-08-2026,,,IIT ISM Dhanbad Junior Technical Superintendent,,,,,27,Jharkhand,Jharkhand,Job,,2026-08-06,,,,,https://www.indgovtjobs.in/2026/07/ISM-Dhanbad-Junior-Technical-Superintendent.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-13T11:45:00,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,diploma jobs,engineer jobs,institute and university jobs,it jobs",2026-07-13T11:44:56,2026-07-16T19:38:46,21
e1b250da906c,"Indian Army SSC Technical 68th Men April 2027: Notification, Online Form, 350 Posts | Last Date 07-08-2026",,,"Indian Army SSC Technical 68th Men April 2027: Notification,",,,,,350,All India,All India,Job,,2026-08-07,,,,,https://www.indgovtjobs.in/2026/07/indian-army-ssc-technical-68th-men.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,engineer jobs,indian army,new,technical jobs",2026-07-13T11:44:56,2026-07-16T19:38:46,22
c377f9d8e757,NCR Prayagraj Apprentice Recruitment 2026 – Apply Online 1853 Posts | Last Date 07-08-2026,,,NCR Prayagraj Apprentice,,,,,1853,All India,All India,Apprenticeship,,2026-08-07,,,,,https://www.indgovtjobs.in/2026/07/ncr-prayagraj-apprentice-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,apprenticeship training,iti jobs,new,railway jobs",2026-07-13T11:44:56,2026-07-16T19:38:46,22
d66068250c78,"BRIC Scientist Recruitment 2026 – Notification, Online Form | Last Date 09-08-2026",,,BRIC Scientist,,,,,,Odisha,Odisha,Job,,2026-08-09,,,,,https://www.indgovtjobs.in/2026/07/bric-scientist-recruitment-2026.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,odisha jobs,scientist jobs",2026-07-13T19:50:07,2026-07-16T19:38:46,24
6c6e3c7d205d,Central Railway Scouts & Guides Quota Recruitment 2026 – Apply Online for 12 Posts | Last Date 12-08-2026,,,Central Railway Scouts & Guides Quota,,,,,12,Maharashtra,Maharashtra,Job,,2026-08-12,,,,,https://www.indgovtjobs.in/2026/07/central-railway-scouts-guides-quota.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,maharashtra jobs,railway jobs",2026-07-13T20:20:19,2026-07-16T19:38:46,27
3fb86c897911,OUAT Assistant Recruitment 2026 – Apply Offline for 31 Posts | Last Date 12-08-2026,,,OUAT Assistant,,,,,31,Odisha,Odisha,Job,,2026-08-12,,,,,https://www.indgovtjobs.in/2026/07/ouat-assistant-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,odisha jobs",2026-07-14T19:46:39,2026-07-16T19:38:46,27
aa29d07e53a9,"RRB Section Controller Recruitment 2026 (119 Posts) – Notification, Online Form | Last Date 14-08-2026",,,RRB Section Controller,,,,,119,All India,All India,Job,,2026-08-14,,,,,https://www.indgovtjobs.in/2026/06/RRB-Section-Controller-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-13T19:50:25,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,railway jobs,upcoming",2026-07-13T11:44:56,2026-07-16T19:38:46,29
9e6503532995,"Central Railway Sports Quota Recruitment 2026 – Apply Online, 59 Group C & D Posts | Last Date 14-08-2026",,,Central Railway Sports Quota,,,,,,Maharashtra,Maharashtra,Job,,2026-08-14,,,,,https://www.indgovtjobs.in/2026/07/central-railway-sports-quota.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,maharashtra jobs,railway jobs,sports vacancies",2026-07-13T20:20:19,2026-07-16T19:38:46,29
ae0da04f4b87,"RRB Section Controller Recruitment 2026 – Notification, Online Form, 119 Posts | Last Date 14-08-2026",,,RRB Section Controller,,,,,119,All India,All India,Job,,2026-08-14,,,,,https://www.indgovtjobs.in/2026/06/RRB-Section-Controller-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,new,railway jobs",2026-07-14T19:46:39,2026-07-16T19:38:46,29
49710d2fd85f,BPSSC Range Officer Recruitment 2026 – Apply Online for 16 Posts | Last Date 16-08-2026,,,BPSSC Range Officer,,,,,16,Bihar,Bihar,Job,,2026-08-16,,,,,https://www.indgovtjobs.in/2026/07/bpssc-range-officer-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bihar jobs,forest jobs,officer jobs",2026-07-16T19:38:19,2026-07-16T19:38:46,31
cdb366ef6383,CERT In Scientist B Recruitment 2026 – Apply Online for 133 Posts | Last Date 17-08-2026,,,CERT In Scientist B,,,,,133,All India,All India,Job,,2026-08-17,,,,,https://www.indgovtjobs.in/2026/07/CERT-In-Scientist-B-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,engineer jobs,gate 2026 vacancies,it jobs,new",2026-07-15T19:39:42,2026-07-16T19:38:46,32
bd7461514cac,Northeast Frontier Railway Apprentice 2026 – Apply Online for 6777 Posts | Last Date 19-08-2026,,,Northeast Frontier Railway Apprentice 2026 – Apply Online fo,,,,,6777,All India,All India,Apprenticeship,,2026-08-19,,,,,https://www.indgovtjobs.in/2026/07/northeast-frontier-railway-apprentice.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,apprenticeship training,iti jobs,new,railway jobs",2026-07-16T19:38:19,2026-07-16T19:38:46,34
1b507bb14fa2,NID Andhra Pradesh Non Teaching Recruitment 2026 – Apply Online for 22 Posts | Last Date 24-08-2026,,,NID Andhra Pradesh Non Teaching,,,,,22,Andhra Pradesh,Andhra Pradesh,Job,,2026-08-24,,,,,https://www.indgovtjobs.in/2026/07/nid-andhra-pradesh-non-teaching.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,andhra pradesh,assistants,diploma jobs,faculty jobs",2026-07-13T20:20:19,2026-07-16T19:38:46,39
986de7b9214d,CCRS Recruitment 2026: Apply for Clerk & Social Worker Posts | Last Date 09-09-2026,,,CCRS,,,,,,All India,All India,Job,,2026-09-09,,,,,https://www.indgovtjobs.in/2026/07/CCRS-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Low,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,chennai jobs,clerk jobs,siddha jobs",2026-07-13T20:20:19,2026-07-16T19:38:46,55
95999fe15290,SBI PO 2026 - Probationary Officer (CRPD/PO/2026-27/09),,SBI Central Recruitment,State Bank of India,Graduation in any discipline,21-30 as on 01-04-2026,"Basic Rs 48,480 JMGS-I",JMGS Scale-I,1500,All India,Any SBI circle,Job,2026-06-18,2026-07-08,Prelims expected Aug 2026,,https://sbi.bank.in/web/careers,,https://sbi.bank.in/web/careers/current-openings,Prelims + Mains + Psychometric + GD/PI,"Rs 750 (Gen/EWS/OBC), Nil SC/ST",Applied,Application Closed,official:sbi.bank.in,2026-07-09T19:37:59,0.85,Low,"Applied on 07-Jul-2026, one day before deadline","sbi,banking,po,applied",2026-07-09T19:37:59,2026-07-16T19:38:46,-8
97971372922f,"SSC CGL 2026 - Combined Graduate Level (12,256 posts)",,Government of India,Staff Selection Commission,Graduation in any discipline,,,,12256,All India,All India,Exam,,2026-06-25,Tier-1 expected Aug-Sep 2026,,https://ssc.gov.in/,,https://ssc.gov.in/,Tier-1 + Tier-2 CBT,"Rs 100, exempt for SC/ST/women",Applied,Application Closed,official:ssc.gov.in,2026-07-09T19:37:59,0.85,Low,Application window closed 25-Jun-2026; marked Applied per owner. Next milestone: Tier-1 exam city slip and admit card,"ssc,cgl,exam,applied",2026-07-09T19:37:59,2026-07-16T19:38:46,-21
d3fc6c6dc095,ISRO URSC:02:2026: Recruitment to the posts of Junior Research Fellow (JRF),,"U R Rao Satellite Centre,(URSC)",ISRO,M.E/M.Tech or B.E/B.Tech first class (post-wise; check GATE/NET requirement in notification),,,,,All India,Bengaluru,Job,2026-06-12,2026-07-11,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,Shortlist + interview,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,,"isro,space,central,bengaluru",2026-07-09T19:37:59,2026-07-16T19:38:46,-5
db7f2859aab5,SSC CHSL 2026 - notification expected July 2026 (3000+ posts),,Government of India,Staff Selection Commission,12th pass,18-27,,,,All India,All India,Exam,,,,,https://ssc.gov.in/,,https://ssc.gov.in/,Tier-1 CBE + Tier-2 with typing/DEST,Rs 100,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED until notification releases - complete SSC OTR in advance,"ssc,chsl,12th pass,upcoming",2026-07-09T19:38:00,2026-07-16T19:38:46,
d0a84e5ec287,IBPS Clerk 2026 (CRP CSA-XVI) - notification expected August 2026,,Public Sector Banks,IBPS,Graduation in any discipline,20-28 typical,,,,All India,State-wise incl. Karnataka,Exam,,,Prelims 10-11 Oct 2026 per IBPS calendar,,https://www.ibps.in/,,https://www.ibps.in/,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,Choose Karnataka state for Bengaluru-region posting; Kannada proficiency applies,"ibps,clerk,banking,upcoming,karnataka",2026-07-09T19:38:00,2026-07-16T19:38:46,
6a8fe1490bfd,GATE 2027 - registration expected August 2026,,MoE / IITs,IIT (organizing institute),B.E/B.Tech 3rd year onwards or graduates; DA (Data Science and AI) and CS papers,,,,,All India,Centres nationwide incl. Bengaluru,Exam,,,February 2027,,https://gate2027.iitm.ac.in,,https://gate2027.iitm.ac.in,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED schedule - based on annual cycle. Unlocks PSU recruitment and M.Tech,"gate,exam,psu gateway,upcoming",2026-07-09T19:38:00,2026-07-16T19:38:46,
c111ee9f200d,UPSC EPFO APFC 2026 - 80 posts expected Aug-Sep 2026,,Ministry of Labour and Employment,UPSC / EPFO,Any graduate,Up to 35 typical,,,80,All India,EPFO offices incl. Bengaluru,Exam,,,,,https://upsconline.gov.in/,,https://upsconline.gov.in/,Written + interview,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - expected window; EO/AO not notified in 2026,"upsc,epfo,graduate,upcoming",2026-07-09T19:38:00,2026-07-16T19:38:46,
c010ebbce33e,LIC AAO 2026 - expected August 2026 (Generalist and IT streams),,Ministry of Finance,Life Insurance Corporation of India,Graduation; IT stream suits CS/AI-ML,21-30 typical,,,,All India,Divisional offices incl. Bengaluru,Exam,,,,,https://licindia.in/careers,,https://licindia.in,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - based on 2025 cycle timing (16 Aug-08 Sep),"lic,aao,insurance,graduate,upcoming",2026-07-09T19:38:00,2026-07-16T19:38:46,
98cedf3616a7,RRB NTPC 2026-27 fresh cycle - applications expected Jul-Sep 2026,,Ministry of Railways,Railway Recruitment Boards,Graduate (some posts 12th),,,,,All India,Zone choice incl. Bengaluru,Job,,,,,https://rrb.indianrailways.gov.in/,,https://www.rrbapply.gov.in,CBT-1 + CBT-2,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - RRB annual calendar indication,"rrb,ntpc,railway,graduate,upcoming",2026-07-09T19:38:00,2026-07-16T19:38:46,
f4986f7fb3a3,RRB JE 2026 upcoming CEN - expected Jul-Sep 2026,,Ministry of Railways,Railway Recruitment Boards,B.E/B.Tech/Diploma; JE(IT) accepts CS/IT when notified,,"Level 6 (Rs 35,400)",,,All India,Zone choice,Job,,,,,https://rrb.indianrailways.gov.in/,,https://www.rrbapply.gov.in,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - calendar indication,"rrb,je,railway,engineering,upcoming",2026-07-09T19:38:00,2026-07-16T19:38:46,
30fdef969a8b,IB ACIO Grade-II/Executive 2026 - expected H2 2026,,Ministry of Home Affairs,Intelligence Bureau,Any graduate,18-27 typical,Level 7 + allowances,,,All India,Anywhere in India,Exam,,,,,https://www.mha.gov.in/en/media/whats-new,,https://www.ncs.gov.in,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,"UNVERIFIED - expected cycle, may fall after Aug","ib,acio,intelligence,graduate,upcoming",2026-07-09T19:38:00,2026-07-16T19:38:46,
1b9ab349b3f2,HAL Design Trainee / Management Trainee 2026 - watch for notification,,Defence PSU,Hindustan Aeronautics Limited,B.E/B.Tech (branch-wise),Typically 28 GM,,,,All India,Bengaluru + HAL divisions,Job,,,,,https://hal-india.co.in/,,https://hal-india.co.in/,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - aggregators report ~100-182 posts; typical window May-Aug. Check weekly,"hal,defence psu,bengaluru,engineering,upcoming",2026-07-09T19:38:00,2026-07-16T19:38:46,
ee723ac58d69,SSC JE 2026 - expected July 2026 (Civil/Electrical/Mechanical only),,Government of India,Staff Selection Commission,B.E/B.Tech or Diploma in Civil/Electrical/Mechanical only - CS/AI-ML not eligible,,Level 6,,,All India,All India,Exam,,,,,https://ssc.gov.in/,,https://ssc.gov.in/,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED timing. Branch restriction excludes CS/AI-ML - kept for completeness,"ssc,je,engineering,upcoming",2026-07-09T19:38:00,2026-07-16T19:38:46,
9118b7253cd9,ISRO IIST/Admin/RMT/14-2026 (1): Recruitment for the post of Registrar,,Indian Institute of Space Science and Technology (IIST),ISRO,,,,,,All India,Indian Institute of Space Science and Technology (IIST),Job,2026-02-14,2026-04-15,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement IIST/Admin/RMT/14-2026 (1),"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-92
4de01320d5c2,"ISRO URSC:01:2026: Recruitment to the posts of Scientist/Engineer - 'SC', Scientist/Engineer - 'SD' & Medical Officer - 'SC'",,"U R Rao Satellite Centre,(URSC)",ISRO,,,,,,All India,Bengaluru,Job,2026-03-23,2026-04-12,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement URSC:01:2026,"isro,space,central,bengaluru",2026-07-09T19:38:00,2026-07-16T19:38:46,-95
08e8618085b3,ISRO SAC:01:2026: Recruitment to the posts of Scientist/Engineer 'SD' and Scientist/Engineer 'SC',,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement SAC:01:2026,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,
88e01056b013,"ISRO NRSC/RMT/4/2025: Recruitment to the posts of Technical Assistant, Technician-B and Draughtsman-B",,National Remote Sensing Centre (NRSC),ISRO,,,,,,All India,National Remote Sensing Centre (NRSC),Job,2025-11-10,2025-11-30,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement NRSC/RMT/4/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-228
0c8ea4334e02,ISRO SAC:04:2025: Recruitment to the posts of Technician 'B' and Pharmacist 'A',,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement SAC:04:2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,
3e6f8ac6a05e,"ISRO SDSC SHAR/RMT/01/2025: Recruitment to the posts of Scientist/Engineer ‘SC,Technical Assistant,Scientific Assistant,Library Assistant ‘A’,Radiographer-A,Technician ‘B’,Draughts",,"SatishDhawan Space Centre (SDSC) SHAR , Sriharikota",ISRO,,,,,,All India,"SatishDhawan Space Centre (SDSC) SHAR , Sriharikota",Job,2025-10-16,2025-11-14,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement SDSC SHAR/RMT/01/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-244
17626a2c978b,ISRO PRL:02/2025: Recruitment to the posts of Technical Assistant and Technician-B,,"Physical Research Laboratory (PRL) , Ahmedabad",ISRO,,,,,,All India,"Physical Research Laboratory (PRL) , Ahmedabad",Job,2025-10-04,2025-10-31,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement PRL:02/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-258
7001efc2b162,ISRO SAC:03:2025: Recruitment to the post of Junior Translation Officer,,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement SAC:03:2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,
1d75640aef2e,ISRO SAC:02:2025: Recruitment to the post of Assistant (Rajbhasha),,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement SAC:02:2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,
0ea53ef1ddcb,ISRO SAC:01:2025: Recruitment to the posts of Twelve (12) temporary positions of Project Associate-I and One (01) temporary positions of Project Scientist-I,,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement SAC:01:2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,
676b36b21a4e,ISRO NRSC/RMT/03/2025: Inviting applications for the posts of Graduate & Technician Apprentices,,National Remote Sensing Centre (NRSC),ISRO,,,,,,All India,National Remote Sensing Centre (NRSC),Apprenticeship,2025-08-22,2025-09-11,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement NRSC/RMT/03/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-308
3ff84b4e7123,"ISRO LPSC/01/2025: Recruitment to the posts of Technical Assistant, Sub-Officer, Technician 'B', Heavy Vehicle Driver 'A' and Light Vehicle Driver 'A'",,"Liquid Propulsion Systems Centre (LPSC) , Valiamala",ISRO,,,,,,All India,"Liquid Propulsion Systems Centre (LPSC) , Valiamala",Job,2025-08-09,2025-08-26,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement LPSC/01/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-324
57a200e19328,"ISRO NESAC/RMT-TEMP/WI-01/2025: Research Scientist, Research Associate-I and Junior Research Fellow",,"North Eastern-Space Applications Centre (NE-SAC) , Shillong",ISRO,,,,,,All India,"North Eastern-Space Applications Centre (NE-SAC) , Shillong",Job,2025-07-12,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement NESAC/RMT-TEMP/WI-01/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,
775183f8cc22,"ISRO ISRO:ICRB:03(CEPO):2025: Recruitment to the post of Scientist/Engineer 'SC' in the disciplines of Civil, Electrical, Refrigeration & Air-conditioning and Architecture.",,Centralised Recruitment (ICRB),ISRO,,,,,,All India,Centralised Recruitment (ICRB),Job,2025-06-24,2025-07-14,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement ISRO:ICRB:03(CEPO):2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-367
b7d81dd93d71,"ISRO VSSC-335 DATED 31.05.2025: Recruitment to the posts of Technical Assistant, Scientific Assistant and Library Assistant-A",,Vikram Sarabhai Space Centre (VSSC),ISRO,,,,,,All India,Vikram Sarabhai Space Centre (VSSC),Job,2025-06-04,2025-06-18,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement VSSC-335 DATED 31.05.2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-393
cb151a0e48f8,"ISRO VSSC-334 DATED 31.05.2025: Recruitment to the posts of Technician-B, Draughtsman-B and Pharmacist-A",,Vikram Sarabhai Space Centre (VSSC),ISRO,,,,,,All India,Vikram Sarabhai Space Centre (VSSC),Job,2025-06-02,2025-06-16,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement VSSC-334 DATED 31.05.2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-395
af2630addb70,"ISRO ISRO:ICRB:02(EMC):2025: Recruitment to the post of Scientist/Engineer 'SC' in the disciplines of Electronics, Mechanical and Computer Science.",,Centralised Recruitment (ICRB),ISRO,,,,,,All India,Centralised Recruitment (ICRB),Job,2025-05-27,2025-06-16,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-16T19:38:46,0.85,Low,Advertisement ISRO:ICRB:02(EMC):2025,"isro,space,central",2026-07-09T19:38:00,2026-07-16T19:38:46,-395
